מילה,idf
יוותרו,7.4109518755836366
שמתוסכלים,8.509967146324497
בווארשה,8.509967146324497
מתעלמים,8.509967146324497
צלו,8.509967146324497
שהשלטונות,8.509967146324497
והחשובות,8.509967146324497
מוצב,6.899723107284872
בבאלי,8.509967146324497
המרחבים,8.509967146324497
blue-screen,8.509967146324497
ראפלו,8.509967146324497
וטיעונים,8.509967146324497
מסייעות,8.509967146324497
העזה,6.5638555265321274
והצוות,7.123672785204607
פוסט-פמיניסטית,8.509967146324497
בקאריביים,8.509967146324497
בהארווארד,8.509967146324497
היבוריה,8.509967146324497
דינוזאורים,6.5638555265321274
קורדן,7.8168199657645525
קורדל,8.509967146324497
כמייצגיו,8.509967146324497
ברפואה,8.509967146324497
Inch,8.509967146324497
ועסק,8.509967146324497
ממינים,8.509967146324497
בסופרמן,8.509967146324497
דאונינג,8.509967146324497
באותם,7.4109518755836366
לפעילות,6.717804695023691
Hentaimanהמלצת,8.509967146324497
המוסכניק,8.509967146324497
העדינה,8.509967146324497
ראייט,6.899723107284872
ולהילחם,6.429719478039138
השחיתות,6.899723107284872
ומפחדת,7.8168199657645525
טאון,6.717804695023691
בריו-דה-ז'ניירועיר,8.509967146324497
לגבהים,8.509967146324497
לתנ''ך,8.509967146324497
כסגן,8.509967146324497
בתחנה,6.899723107284872
הודג'ס,8.509967146324497
לוויטה,8.509967146324497
קסאבה,8.509967146324497
לנפילים,8.509967146324497
האשמה,7.123672785204607
במעמקיה,8.509967146324497
וקאטי,8.509967146324497
מארטן,8.509967146324497
החומס,8.509967146324497
מסגרייב,8.509967146324497
מכריח,7.123672785204607
מכריז,7.123672785204607
אקרטז,8.509967146324497
גרזן,8.509967146324497
לקבוצה,6.5638555265321274
הסיוף,8.509967146324497
שיעלה,8.509967146324497
בכלוב,8.509967146324497
לקבוצת,5.799092654460526
בנקישת,8.509967146324497
ומקנזי,8.509967146324497
מחשמלת,7.8168199657645525
פלרטטניות,8.509967146324497
מתעמעם,8.509967146324497
מכריע,7.123672785204607
הנמצאת,5.942799375126701
וחינניותה,8.509967146324497
בשיטתיות,7.4109518755836366
ההונגרי-סלובאקי,8.509967146324497
בתחנת,5.799092654460526
הסובבים,5.4638318050256105
לרמן,6.311734809152915
ולערבב,8.509967146324497
משחררת,6.899723107284872
לכדוה,7.8168199657645525
המסייעת,8.509967146324497
וטורף,8.509967146324497
האוסטרלי,6.311734809152915
שהממסד,8.509967146324497
רדפילד,7.4109518755836366
מעגל,6.311734809152915
חופים,7.8168199657645525
ג`ייק,8.509967146324497
ומכאן,6.899723107284872
הכספים,7.4109518755836366
קוטון,8.509967146324497
חופיה,7.8168199657645525
מאמץ,6.206575926724928
לחתור,8.509967146324497
מאמי,8.509967146324497
בסוניה,8.509967146324497
מאמן,5.564520407322694
מאמא,6.717804695023691
ומתחרים,8.509967146324497
פיו,6.899723107284872
מאמה,6.311734809152915
עוטפים,8.509967146324497
הושקעו,8.509967146324497
והכתבת,8.509967146324497
לאוטנר,7.8168199657645525
לכדור,5.3706380281276624
חנויות,7.8168199657645525
להתנסות,8.509967146324497
מייסדי,8.509967146324497
כשתראי,8.509967146324497
ברמזים,8.509967146324497
סלטון,7.8168199657645525
שהעניים,8.509967146324497
גורגנסן,8.509967146324497
מירוצים,7.4109518755836366
השר,7.8168199657645525
גיקובס,8.509967146324497
ומצור,8.509967146324497
ויוליה,7.123672785204607
שטיין,7.8168199657645525
תחושת,6.206575926724928
וורדן,6.311734809152915
שטופלה,8.509967146324497
תחושה,7.4109518755836366
כשהרקעים,8.509967146324497
אספילאגה,8.509967146324497
שבפשטידות,8.509967146324497
נרימייה,8.509967146324497
הורנבי,7.4109518755836366
מהקיץ,8.509967146324497
וכוחניים,8.509967146324497
רוצחות,8.509967146324497
לפגישתן,8.509967146324497
274,8.509967146324497
מרימנטה,8.509967146324497
ונכסיו,8.509967146324497
זינוקי,8.509967146324497
בסיוע,7.123672785204607
הוגאן,7.4109518755836366
ירוקה,6.899723107284872
סינטרה,7.4109518755836366
מאוס,7.4109518755836366
Chicago,8.509967146324497
דהלואיס,7.8168199657645525
בסיור,7.8168199657645525
מאות,5.075173815233827
דמויותיו,8.509967146324497
מאור,6.5638555265321274
מעסיק,8.509967146324497
במאי:,6.111467339502679
דס,8.509967146324497
מגסי,8.509967146324497
הבז,8.509967146324497
וסיימון,7.8168199657645525
שאלכס,7.8168199657645525
הפיתרון,8.509967146324497
ינקו,7.8168199657645525
הסטון,6.023447592961033
דק,7.4109518755836366
אחראי,5.288267030694535
המתוסכל,7.4109518755836366
מאוד,3.258096538021482
סקאנדר,7.8168199657645525
They,8.509967146324497
ירוקת,8.509967146324497
בסיוט,7.123672785204607
בסיום,7.123672785204607
ראיית,8.509967146324497
ישדוד,8.509967146324497
מיצג,8.509967146324497
גמלאים,8.509967146324497
ברכבי,7.8168199657645525
פקידים,8.509967146324497
גא'פר,8.509967146324497
בשנים,5.5134287461649825
ווסטפלדט,8.509967146324497
תנינוזאור,8.509967146324497
הבן,4.574710978503383
מדובאי,8.509967146324497
מטופלת,7.8168199657645525
ושמות,8.509967146324497
בריסבי,8.509967146324497
שהעדיפה,8.509967146324497
ברומניה,7.8168199657645525
3DD,8.509967146324497
הרציני,8.509967146324497
בשנית,6.311734809152915
מאבודים,8.509967146324497
ארב,8.509967146324497
דל,5.10594547390058
הטלוויזיונית,7.123672785204607
המוקשים,8.509967146324497
בבראנץ',8.509967146324497
אואסטריץ,8.509967146324497
ההסמכה,8.509967146324497
שמועמד,7.8168199657645525
הפרבר,7.8168199657645525
שמפלצות,8.509967146324497
להמוני,8.509967146324497
שמפצירה,8.509967146324497
גרהם,7.123672785204607
מקצועיים,6.717804695023691
מנהטן,5.799092654460526
פרנססה,7.8168199657645525
והסתה,8.509967146324497
גרינקיסט,8.509967146324497
שמאירות,8.509967146324497
שפוליטיקלי,8.509967146324497
ולמען,8.509967146324497
למערב,6.5638555265321274
אקיקו,7.4109518755836366
המכוננים,8.509967146324497
לראש,6.206575926724928
למערה,8.509967146324497
לוסינדה,7.8168199657645525
כרוכה,7.8168199657645525
הפוליטיקאי,7.8168199657645525
לשיירה,8.509967146324497
מפטרלים,8.509967146324497
בטחוני,8.509967146324497
לראי,8.509967146324497
למערת,8.509967146324497
ימרוד,8.509967146324497
בטחונו,8.509967146324497
than,8.509967146324497
ולהתראות,8.509967146324497
שמחמם,8.509967146324497
התהילה-הווארד,8.509967146324497
פרנססק,8.509967146324497
לאוגוסט,8.509967146324497
על-די,8.509967146324497
לוראל,8.509967146324497
עסקיים,7.8168199657645525
האירוסין,7.8168199657645525
ונורה,7.123672785204607
ונורא,7.4109518755836366
במאזן,8.509967146324497
ספארק,8.509967146324497
שבעיניים,7.8168199657645525
מאלו,7.123672785204607
התנגדותה,7.4109518755836366
התנגדותו,7.123672785204607
מאלן,8.509967146324497
כשליח,8.509967146324497
מאלט,7.4109518755836366
שבחרו,8.509967146324497
המוקסמות,8.509967146324497
מאלק,6.5638555265321274
מאלץ,6.5638555265321274
מאבקיו,8.509967146324497
משלחת,5.869296913133774
קונצ'לובסקי,8.509967146324497
ישפרו,7.8168199657645525
שבחירת,8.509967146324497
הדיסק,6.111467339502679
מאבקים,8.509967146324497
סאקר,8.509967146324497
Rip,8.509967146324497
צלבנים,7.8168199657645525
אלצי,8.509967146324497
במגילת,8.509967146324497
היעלמותו,6.429719478039138
לזאריני,8.509967146324497
מגייאר,8.509967146324497
שיאזור,8.509967146324497
ויתבטאו,8.509967146324497
סוגרים,6.717804695023691
היעלמותם,7.8168199657645525
וולבורן,8.509967146324497
בארקר,7.4109518755836366
למאה,7.123672785204607
לתחושת,7.8168199657645525
חירותם,8.509967146324497
ודרמה,7.123672785204607
והעיר,6.023447592961033
לואיזיאנה,7.123672785204607
חירותו,8.509967146324497
שלה:,7.8168199657645525
סקוגינס,8.509967146324497
והשיגה,8.509967146324497
ואלכוהול,7.4109518755836366
לשכה,8.509967146324497
מבינהם,8.509967146324497
נתנאל,7.4109518755836366
מהסגל,8.509967146324497
להדגיש,8.509967146324497
טרנספורמציה,7.123672785204607
תוביל,7.8168199657645525
האתנית,8.509967146324497
ודמיונם,8.509967146324497
היורשת,7.4109518755836366
להיווצר,8.509967146324497
מוותרות,8.509967146324497
Rock,7.8168199657645525
ודמיונה,8.509967146324497
מדווח,7.123672785204607
לוינה,8.509967146324497
שליליים,8.509967146324497
אתהדמויות,8.509967146324497
ומחשבה,7.8168199657645525
בהמצאה,8.509967146324497
ברחיצת,8.509967146324497
לתגובות,7.8168199657645525
בשלדה,8.509967146324497
ייאלצו,7.8168199657645525
בולסו,8.509967146324497
העלמותו,7.8168199657645525
החוק,4.394449154672439
החוץ,7.8168199657645525
כתחליף,8.509967146324497
החוף,5.41610040220442
אדמסון,8.509967146324497
טגמאוי,7.4109518755836366
סילאסי,8.509967146324497
דנטה,5.736572297479192
הנתקלים,7.8168199657645525
למשל,6.111467339502679
מלריה,8.509967146324497
מאכל,8.509967146324497
לאנאי,8.509967146324497
קרופורד,5.869296913133774
מאכט,7.123672785204607
באחוזתו,7.8168199657645525
וקטלניות,8.509967146324497
האינטרנטי,8.509967146324497
בריתה,8.509967146324497
כנער,7.123672785204607
שמזמנים,8.509967146324497
וואטרסטון,7.4109518755836366
לחתום,7.8168199657645525
שהשליטה,7.8168199657645525
לקדרות,8.509967146324497
החול,7.123672785204607
החום,6.899723107284872
ואיכויות,8.509967146324497
החוט,8.509967146324497
ולעוז,8.509967146324497
ישאר,8.509967146324497
פיונה,6.206575926724928
החוג,7.8168199657645525
פדר,8.509967146324497
החוב,6.5638555265321274
גנפיר,8.509967146324497
ולהפחית,8.509967146324497
אנקונדה,7.4109518755836366
ושהטיול,8.509967146324497
בתכלית:,8.509967146324497
ה-1980,7.8168199657645525
ולצעוד,8.509967146324497
דקדנטי,8.509967146324497
החכם,8.509967146324497
מגילאים,8.509967146324497
סוות,8.509967146324497
ג'יפרס,8.509967146324497
למעיין,8.509967146324497
הנוצרת,8.509967146324497
סוופ,8.509967146324497
ולפלס,7.4109518755836366
הכתבים,7.8168199657645525
מיוחדים,5.10594547390058
סוון,6.717804695023691
הנוצרי,7.8168199657645525
שחבר,7.8168199657645525
גלוגוואץ,8.509967146324497
הרופאים,7.123672785204607
much,8.509967146324497
משלו:,7.8168199657645525
הדסון,5.288267030694535
היטמן,8.509967146324497
פאבל,8.509967146324497
אניז',8.509967146324497
ליז,6.206575926724928
וחוק,8.509967146324497
הרסן,8.509967146324497
ליו,5.676753802268282
ליד,4.867534450455582
ליב,5.209486152841421
ששוכריםאותה,8.509967146324497
לין,4.553876891600541
ליל,5.075173815233827
לים,6.023447592961033
ליי,6.111467339502679
עירק,7.8168199657645525
המתוכנת,8.509967146324497
הפרפקציוניסט,8.509967146324497
ריגס,7.8168199657645525
ובצדדיו,8.509967146324497
נמוכה,7.8168199657645525
לחוליית,8.509967146324497
הכול:,7.123672785204607
ריגו,8.509967146324497
ריגן,6.311734809152915
אנטואןן,7.8168199657645525
ריגל,6.717804695023691
אידיאליסטיות,8.509967146324497
האפגאנים,8.509967146324497
בדמויותיו,8.509967146324497
למחזמר,7.123672785204607
ליץ,8.509967146324497
המוליכה,8.509967146324497
מתאחדת,7.123672785204607
ליס,8.509967146324497
וההיסטוריה,7.123672785204607
מאצוזקי,8.509967146324497
ובהתפתחות,8.509967146324497
שתופרת,7.8168199657645525
לנוחות,8.509967146324497
ליר,7.8168199657645525
ליש,7.8168199657645525
באבר,8.509967146324497
לקהיר,8.509967146324497
הבלק-ג'ק,8.509967146324497
שהוחלט,8.509967146324497
הצעירות,6.5638555265321274
פרסיבל,7.8168199657645525
קושר,7.8168199657645525
ריזר,8.509967146324497
שמדרום,8.509967146324497
במכון,6.899723107284872
'ראיון,8.509967146324497
המרושעים,7.8168199657645525
ואולפני,8.509967146324497
מתאגרף,6.429719478039138
דוואשל,8.509967146324497
שהוסתרו,8.509967146324497
השחורים,6.111467339502679
פערים,7.8168199657645525
דוהמל,6.5638555265321274
בעוצמתו,8.509967146324497
אושוויץ,7.8168199657645525
גלורי,7.123672785204607
10:21נאמר,8.509967146324497
בולשוויקי,8.509967146324497
וכשד'לה,8.509967146324497
קושל,8.509967146324497
כמתנקשת,8.509967146324497
מאלכוהול,8.509967146324497
ספינלה,8.509967146324497
האחרון,3.5263605246161616
וידוי,7.8168199657645525
וכוללת,8.509967146324497
11-11-11,7.8168199657645525
נבארו,8.509967146324497
וידוב,8.509967146324497
כחפרפרת,8.509967146324497
שנושאים,8.509967146324497
איוונס,8.509967146324497
בכנות,7.8168199657645525
שקרניות,8.509967146324497
בבארים,8.509967146324497
בשדרה,8.509967146324497
ושזהותו,8.509967146324497
הסרטים,4.1588830833596715
מהתמוטטות,8.509967146324497
הגברים,5.176149732573829
ג'קלין,7.8168199657645525
הרננדז,6.899723107284872
לילדים,5.4638318050256105
ראצ'סנא,8.509967146324497
לנדוד,7.123672785204607
רייקייאוויק,8.509967146324497
ארדוגן,8.509967146324497
הגברית,8.509967146324497
המתבטאת,7.8168199657645525
המשחזר,7.8168199657645525
כשמנסה,8.509967146324497
המלחמות,8.509967146324497
סטילי,7.8168199657645525
ורובם,8.509967146324497
צ'סטיין,7.8168199657645525
וידור,8.509967146324497
וגובהה,8.509967146324497
ביזלי,7.123672785204607
מאריבל,8.509967146324497
מיוחד:,7.8168199657645525
הדקדנטיות,8.509967146324497
וידוע,7.123672785204607
מסוקרנת,7.8168199657645525
שאלתם,8.509967146324497
שישמשו,7.4109518755836366
הבמות,8.509967146324497
מצורת,8.509967146324497
היצירתיות,8.509967146324497
גאש-לה,8.509967146324497
מצורף,8.509967146324497
יוסו,8.509967146324497
מרגולין,7.4109518755836366
לשביעות,8.509967146324497
במשפחתו,7.8168199657645525
מסכנת,6.429719478039138
פייר-איב,8.509967146324497
כאקט,7.8168199657645525
אקלס,7.8168199657645525
Happy,8.509967146324497
מפקח,6.5638555265321274
ורובו,8.509967146324497
נאמדת,8.509967146324497
מאבדת,6.311734809152915
מפקד,5.209486152841421
מסכנה,7.8168199657645525
זרפה,8.509967146324497
אסורה,6.899723107284872
טואר,8.509967146324497
מחוננת,7.8168199657645525
והרגליים,8.509967146324497
ויילוף,8.509967146324497
האחדוהיחיד,8.509967146324497
ואזורי,8.509967146324497
כשהמעסיקה,8.509967146324497
לנזי,8.509967146324497
ממאפיונר,8.509967146324497
מערבוניים,8.509967146324497
ארדיה,8.509967146324497
נוספו,8.509967146324497
נוספה,8.509967146324497
אגלספילד,7.4109518755836366
בקצרה,8.509967146324497
לכס,8.509967146324497
ונקלעת,7.8168199657645525
המאיון,8.509967146324497
דייטים,7.123672785204607
תחזיקו,8.509967146324497
קטנותו,8.509967146324497
קונה,6.717804695023691
קונו,7.8168199657645525
קונג,5.176149732573829
מזווית,7.4109518755836366
דבריו,8.509967146324497
קונן,7.4109518755836366
קונל,8.509967146324497
מקבריג,7.8168199657645525
ומייקל-,8.509967146324497
שייאות,8.509967146324497
המחלה,7.123672785204607
קוני,6.023447592961033
הרגעים,6.717804695023691
ופוליטיקה,8.509967146324497
לליגיונרים,8.509967146324497
קונץ,8.509967146324497
טיסה-666,8.509967146324497
מוקשים,8.509967146324497
קונר,6.899723107284872
מהסקיזיטים,8.509967146324497
מנטגנה,7.8168199657645525
ישתנו,7.4109518755836366
לכך,4.844187086458591
עקבים,8.509967146324497
לכל,3.713572066704308
לכם,5.736572297479192
סווסי,8.509967146324497
לכן,4.718498871295094
שמתקיים,8.509967146324497
הנוצצת,7.8168199657645525
נוספת,4.700480365792417
ניקונובה,8.509967146324497
Swedish,8.509967146324497
בראבנר,8.509967146324497
קריל,8.509967146324497
נישידה,7.4109518755836366
צופ,8.509967146324497
לימוד,8.509967146324497
כשפותחים,8.509967146324497
ההרגל,8.509967146324497
קריג,6.899723107284872
להעלים,7.4109518755836366
בנסיונות,8.509967146324497
ודמו,8.509967146324497
מכניסים,6.311734809152915
להצצה,7.8168199657645525
גניוארי,8.509967146324497
ועינויים,7.123672785204607
הסעיף,8.509967146324497
ומייק,8.509967146324497
נשתלו,8.509967146324497
הנעלים,8.509967146324497
הלגיון,8.509967146324497
ומנוצלים,8.509967146324497
איסוזו,8.509967146324497
מק'גאוון,8.509967146324497
ונחשל,8.509967146324497
שמכרו,8.509967146324497
ארקאלוס,8.509967146324497
הפיראט,7.123672785204607
בפיישנס,8.509967146324497
הברוז,8.509967146324497
ונחשב,6.899723107284872
נלי,7.4109518755836366
ברוטרדאם,8.509967146324497
שנקס,6.899723107284872
אחיהם,7.4109518755836366
שמדענים,8.509967146324497
שנקר,7.123672785204607
ומאפשרת,7.4109518755836366
וחסרות,7.4109518755836366
קוקה,7.8168199657645525
והבעל,7.8168199657645525
באסירים,8.509967146324497
פוסט,6.206575926724928
לנחיל,8.509967146324497
מגינה,7.123672785204607
פוסן,8.509967146324497
פוסע,7.8168199657645525
ושעון,7.8168199657645525
קוקס,4.553876891600541
פאקולה,8.509967146324497
סוסנה,8.509967146324497
פוסק,8.509967146324497
פלמינגדה,8.509967146324497
בתעשיית,6.899723107284872
הפסולת,8.509967146324497
מבזבז,7.8168199657645525
ובונה,6.899723107284872
החבר'ה,6.5638555265321274
ובונד,8.509967146324497
טרומסו,8.509967146324497
כתביו,8.509967146324497
שנקט,8.509967146324497
הרכרוכי,8.509967146324497
ואסיר,7.123672785204607
תקוע,6.311734809152915
הנעדרת,7.4109518755836366
לטפס,6.5638555265321274
'היפהפייה,8.509967146324497
בחולות,8.509967146324497
קריק,7.4109518755836366
פראנצסקה,7.8168199657645525
לצ'ארלי,7.8168199657645525
פוליטכניק,8.509967146324497
ארמי,6.429719478039138
אדגר,5.736572297479192
ארמל,8.509967146324497
הוחבא,8.509967146324497
היואיט,8.509967146324497
שאפט,8.509967146324497
ירידותיו,8.509967146324497
להתנהגותה,8.509967146324497
ארמר,8.509967146324497
שחוקר,6.429719478039138
הישנה,6.5638555265321274
המנתח,7.123672785204607
בגילום,8.509967146324497
תיאודור,7.4109518755836366
הזמינות,8.509967146324497
המנתב,8.509967146324497
פרוטסטנטים,8.509967146324497
כצווחה,8.509967146324497
לטפל,5.247024072160486
תעופה,7.123672785204607
מסנובו,8.509967146324497
מופיעות,8.509967146324497
מילדיהם,8.509967146324497
והתחילה,8.509967146324497
שאויביו,8.509967146324497
הופקה,7.4109518755836366
למחשבים,7.8168199657645525
לטפח,7.123672785204607
רובנסון,8.509967146324497
לאישות,8.509967146324497
מבלשי,8.509967146324497
קוסטאנזו,8.509967146324497
לדורותיהם,8.509967146324497
והחיים,6.899723107284872
ה-Red,8.509967146324497
רהימי,8.509967146324497
הפרעת,8.509967146324497
הסוללות,8.509967146324497
מליוני,7.8168199657645525
וכשהסיפורים,8.509967146324497
הפרעה,7.4109518755836366
שעתיד,7.4109518755836366
פעימה,7.8168199657645525
לסינדרלה,8.509967146324497
אנפאו,8.509967146324497
בזאיר,8.509967146324497
מפלגים,8.509967146324497
במסמכים,7.8168199657645525
בפיתוי,8.509967146324497
